id,vehicle_name,vehicle_type,supplier,supplier_abbr,recipient,recipient_abbr,count,is_delivered,is_soviet,proof,year_first_produced
241,Brimstone 2,Surface-To-Surface Missiles,United Kingdom,UK,Ukraine,UA,0,True,False,https://twitter.com/UAWeapons/status/1594631837867020288,2012.0
243,Wolfram,Surface-To-Surface Missiles,United Kingdom,UK,Ukraine,UA,0,True,False,https://postlmg.cc/rdc8tHFZ,1999.0
244,Hellfire Shore Defense Systems ''Robot 17'',Surface-To-Surface Missiles,Sweden,SWE,Ukraine,UA,0,True,False,https://i.postimg.cc/hvVStQ1W/339.png,1984.0
245,Hellfire Shore Defense Systems (Launchers and 160 Missiles),Surface-To-Surface Missiles,Norway,NOR,Ukraine,UA,160,True,False,https://i.postimg.cc/DyVVRg4h/338k.png,1984.0
246,Laser-Guided Rocket,Surface-To-Surface Missiles,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/Y9D5MX3z/image.png,
247,APKWS,Surface-To-Surface Missiles,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/J04nkpDF/36h.png,2012.0
248,70mm Laser-Guided Rocket Launchers On Pick-Up Truck,Surface-To-Surface Missiles,Germany,GER,Ukraine,UA,0,True,False,https://www.bundesregierung.de/breg,
249,''Electronic Jamming Equipment'',Surface-To-Surface Missiles,United States,USA,Ukraine,UA,0,True,False,https://twitter.com/Osinttechnical/status/1545535520071208968,
250,''Electronic Warfare Equipment'',Surface-To-Surface Missiles,United Kingdom,UK,Ukraine,UA,0,True,False,https://www.army,
251,''GPS Jamming Equipment'',Surface-To-Surface Missiles,United Kingdom,UK,Ukraine,UA,0,True,False,https://www.army,
252,''Electronic Warfare And Counter-Electronic Warfare Equipment'',Surface-To-Surface Missiles,United States,USA,Ukraine,UA,0,True,False,https://twitter.com/BNONews/status/1699862518238179780,
253,Switchblade 300,Loitering Munitions,United States,USA,Ukraine,UA,1000,True,False,https://i.postimg.cc/G3ZJvYhp/28.png,2011.0
254,Switchblade 600,Loitering Munitions,United States,USA,Ukraine,UA,100,True,False,https://i.postimg.cc/63rTqRsy/95.png,2020.0
255,''Loitering Munitions'',Loitering Munitions,United Kingdom,UK,Ukraine,UA,0,True,False,https://www.gov.uk/government/news/prime,
256,PPDS',Loitering Munitions,Australia,AUS,Ukraine,UA,0,True,False,https://twitter.com/AlexRaptor94/status/1673255381122920449,
257,Phoenix Ghost,Loitering Munitions,United States,USA,Ukraine,UA,1801,True,False,https://i.postimg.cc/Pqh1zc88/6654.png,
258,DefendTex D40,Loitering Munitions,Australia,AUS,Ukraine,UA,300,True,False,https://i.postimg.cc/65QCQgTH/558.png,
259,WB Electronics FlyEye,Reconnaissance UAVs,Poland,PL,Ukraine,UA,0,True,False,https://i.postimg.cc/vTvKbDhD/48.png,
260,Mini-Bayraktar,Reconnaissance UAVs,Turkey,TRK,Ukraine,UA,30,True,False,https://www.oryxspioenkop.com/2022/04/new,2007.0
261,RQ-35 Heidrun,Reconnaissance UAVs,Denmark,DEN,Ukraine,UA,25,True,False,https://i.postimg.cc/Wz790wpN/skywatch,
262,RQ-20 Puma,Reconnaissance UAVs,United States,USA,Ukraine,UA,20,True,False,https://i.postimg.cc/GpJVbd9V/image.jpg,2008.0
263,Tekever AR3,Reconnaissance UAVs,Portugal,POR,Ukraine,UA,6,True,False,https://i.postimg.cc/j2t7rh7j/dron1.png,
264,Unmanned Aerial Vehicle,Reconnaissance UAVs,Netherlands,NTHL,Ukraine,UA,0,True,False,https://nos.nl/artikel/2432074,
264,Unmanned Aerial Vehicle,Reconnaissance UAVs,Netherlands,NTHL,Ukraine,UA,0,True,False,https://nos.nl/artikel/2432074,
265,Quantix  Recon,Reconnaissance UAVs,United States,USA,Ukraine,UA,100,True,False,https://i.postimg.cc/d155RVrJ/image.png,
266,Unmanned Aerial Vehicle,Reconnaissance UAVs,Portugal,POR,Ukraine,UA,6,True,False,https://i.postimg.cc/XNFG3zGD/441.png,
266,Unmanned Aerial Vehicle,Reconnaissance UAVs,Portugal,POR,Ukraine,UA,6,True,False,https://i.postimg.cc/XNFG3zGD/441.png,
267,Primoco One 150,Reconnaissance UAVs,Luxembourg,LUX,Ukraine,UA,9,True,False,https://i.postimg.cc/zv7NC6KD/227.png,2015.0
268,Primoco One 150,Reconnaissance UAVs,Luxembourg,LUX,Ukraine,UA,18,True,False,https://i.postimg.cc/zv7NC6KD/227.png,2015.0
269,Black Hornet,Reconnaissance UAVs,Norway,NOR,Ukraine,UA,850,True,False,https://i.postimg.cc/bJfXbLbr/image.jpg,
269,Black Hornet,Reconnaissance UAVs,Norway,NOR,Ukraine,UA,850,True,False,https://i.postimg.cc/bJfXbLbr/image.jpg,
270,Vector,Reconnaissance UAVs,Germany,GER,Ukraine,UA,425,False,False,https://i.postimg.cc/7Lcst78r/image.jpg,
271,Reconnaissance UAV,Reconnaissance UAVs,Germany,GER,Ukraine,UA,153,True,False,https://www.bundesregierung.de/breg,
272,Sky-Hero Loki MkII Quadcopter,Reconnaissance UAVs,Belgium,BLG,Ukraine,UA,0,True,False,https://i.postimg.cc/TwSb7vdJ/image.jpg,
273,''Unmanned Aerial Vehicles'',Reconnaissance UAVs,Estonia,EST,Ukraine,UA,7,True,False,https://mil.in.ua/en/news/estonia,
273,''Unmanned Aerial Vehicles'',Reconnaissance UAVs,Estonia,EST,Ukraine,UA,7,True,False,https://mil.in.ua/en/news/estonia,
274,''Unmanned Aerial Vehicles'',Reconnaissance UAVs,United Kingdom,UK,Ukraine,UA,0,True,False,https://www.reuters.com/world/uk/britain,
274,''Unmanned Aerial Vehicles'',Reconnaissance UAVs,United Kingdom,UK,Ukraine,UA,0,True,False,https://www.reuters.com/world/uk/britain,
275,Boeing Insitu ScanEagle 2,Reconnaissance UAVs,United States,USA,Ukraine,UA,15,True,False,https://i.postimg.cc/6qgVKQ9k/4470.png,
276,DeltaQuad Pro VTOL,Reconnaissance UAVs,Netherlands,NTHL,Ukraine,UA,0,True,False,https://i.postimg.cc/BbvQJ0cp/22.jpg,
277,''Unmanned Aerial And Ground Vehicles'',Reconnaissance UAVs,Australia,AUS,Ukraine,UA,0,True,False,https://twitter.com/latikambourke/status/1509434798946803721,
278,Black Hornet,Reconnaissance UAVs,Norway,NOR,Ukraine,UA,1000,True,False,https://i.postimg.cc/y8p8JpSD/57.png,
278,Black Hornet,Reconnaissance UAVs,Norway,NOR,Ukraine,UA,1000,True,False,https://i.postimg.cc/y8p8JpSD/57.png,
279,Jump 20,Reconnaissance UAVs,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/VLGvJmhB/77.webp,
280,Altius-600,Reconnaissance UAVs,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/fyLx45Fx/image.jpg,
281,CyberLux K8,Reconnaissance UAVs,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/hjTQm6m4/25.jpg,
282,Penguin,Reconnaissance UAVs,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/RZXfntdC/443.png,
283,Luna,Reconnaissance UAVs,Germany,GER,Ukraine,UA,0,True,False,https://i.postimg.cc/CKhKx7kw/335.webp,
284,RQ-35 Heidrun,Reconnaissance UAVs,Germany,GER,Ukraine,UA,80,True,False,https://i.postimg.cc/25nsdKbx/sitemgr,
285,Malloy Aeronautics T150,Cargo Drones,United Kingdom,UK,Ukraine,UA,0,True,False,https://i.postimg.cc/D0vXqY41/541.png,
286,AN/TPQ-36 Firefinder Weapons Locating Radar,Cargo Drones,Netherlands,NTHL,Ukraine,UA,5,True,False,https://i.postimg.cc/90v6hMhB/3d.png,
286,AN/TPQ-36 Firefinder Weapons Locating Radar,Cargo Drones,Netherlands,NTHL,Ukraine,UA,5,True,False,https://i.postimg.cc/90v6hMhB/3d.png,
287,Thales Squire Ground Surveillance Radar,Cargo Drones,Netherlands,NTHL,Ukraine,UA,2,True,False,https://i.postimg.cc/Y0h77Zmt/1f.png,
288,AN/TPQ-36 Firefinder Weapons Locating Radar,Cargo Drones,United States,USA,Ukraine,UA,26,True,False,https://i.postimg.cc/RVW08MMZ/5889.png,
288,AN/TPQ-36 Firefinder Weapons Locating Radar,Cargo Drones,United States,USA,Ukraine,UA,26,True,False,https://i.postimg.cc/RVW08MMZ/5889.png,
289,AN/MPQ-64 Sentinel Air Surveillance Radar,Cargo Drones,United States,USA,Ukraine,UA,21,True,False,https://i.postimg.cc/RVW08MMZ/5889.png,1995.0
290,Counter-Mortar Radar System,Cargo Drones,United States,USA,Ukraine,UA,24,False,False,https://i.postimg.cc/Y9D5MX3z/image.png,
291,Unknown Radar System,Cargo Drones,Australia,AUS,Ukraine,UA,0,True,False,https://www.abc.net.au/news/2022,
292,Ground Surveillance Radar,Cargo Drones,Germany,GER,Ukraine,UA,46,True,False,https://www.bundesregierung.de/breg,
293,Cobra Counter-Battery Radar System,Cargo Drones,Germany,GER,Ukraine,UA,1,True,False,https://i.postimg.cc/N01Fp2Tm/image.jpg,
294,TRML-4D Radar System,Cargo Drones,Germany,GER,Ukraine,UA,8,True,False,https://i.postimg.cc/MHnmrWhx/1308.jpg,
295,Mamba Arthur Counter-Battery Radar,Cargo Drones,United Kingdom,UK,Ukraine,UA,0,True,False,https://twitter.com/PaulJawin/status/1579732448274833408,
296,AN/TPQ-37 Weapons Locating Radar,Cargo Drones,United States,USA,Ukraine,UA,37,True,False,https://i.postimg.cc/xCVKW1c7/27c870463e501baa1db44486960fd7fc.jpg,1980.0
297,PS-90 Air Surveillance Radar,Cargo Drones,Sweden,SWE,Ukraine,UA,90,True,False,https://i.postimg.cc/sg3Qq1Ym/image.jpg,
298,Counter-Artillery Radar,Cargo Drones,United States,USA,Ukraine,UA,28,True,False,https://twitter.com/JackDetsch/status/1562481136181202944,
299,Multi-Mission Radar,Cargo Drones,United States,USA,Ukraine,UA,20,True,False,https://www.defense.gov/News/Releases/Release/Article/3173378/11,
300,Ground Master 200,Cargo Drones,France,FR,Ukraine,UA,4,True,False,https://i.postimg.cc/Dww8mw0d/7776.png,2008.0
301,VERA-NG Passive Radar,Cargo Drones,Netherlands,NTHL,Ukraine,UA,4,True,False,https://i.postimg.cc/Y0GmPbmk/VNGsand,
302,ARTHUR Counter-Battery Radar,Cargo Drones,Norway,NOR,Ukraine,UA,3,True,False,https://i.postimg.cc/fk4XyCQd/3d3.jpg,1994.0
303,Bergepanzer 2 Armoured Recovery Vehicle,Cargo Drones,Germany,GER,Ukraine,UA,21,True,False,https://i.postimg.cc/nc3H6TYP/image.jpg,1966.0
304,M1089A1P2 and M984A4 HEMTT Wrecker,Cargo Drones,United States,USA,Ukraine,UA,104,True,False,https://i.postimg.cc/9QN7B4Jj/1301.jpg,1982.0
305,M88A1 and A2 Hercule,Cargo Drones,United States,USA,Ukraine,UA,8,True,False,https://i.postimg.cc/Sj0M8YwV/1302,1961.0
306,Brückenlegepanzer Biber Bridgelayer,Cargo Drones,Germany,GER,Ukraine,UA,26,True,False,https://i.postimg.cc/9Q4pyqWn/477.png,1965.0
307,GCS-200 Remote Controlled And Protected Mine Clearing System,Cargo Drones,Germany,GER,Ukraine,UA,3,True,False,https://i.postimg.cc/ZntXFLk7/Fvdtb,
308,Bozena 5 Remote Controlled Mine Clearance System,Cargo Drones,Slovakia,SLVK,Ukraine,UA,2,True,False,https://i.postimg.cc/7Z4rgc3v/4100.jpg,
309,M113AS4 Armoured Logistics Vehicle,Cargo Drones,Australia,AUS,Ukraine,UA,4,True,False,https://i.postimg.cc/WpKd47Zs/7754.jpg,1960.0
310,Bergepanzer 3 Armoured Recovery Vehicle,Cargo Drones,Canada,CAN,Ukraine,UA,3,True,False,https://twitter.com/AnitaAnandMP/status/1637109663413026817,1979.0
311,Challenger Armoured Repair and Recovery Vehicle,Cargo Drones,United Kingdom,UK,Ukraine,UA,0,True,False,https://i.postimg.cc/s2C3ZkgD/3df.png,1988.0
312,Bergepanzer 3 Armoured Recovery Vehicle,Cargo Drones,Germany,GER,Ukraine,UA,2,True,False,https://i.postimg.cc/xT487F7C/46.png,1979.0
313,Wisent 1 Mine-Clearing Tank,Cargo Drones,Germany,GER,Ukraine,UA,42,True,False,https://i.postimg.cc/jjR0MMhv/Wi,2008.0
314,Pionierpanzer 2A1 Dachs Armoured Engineering Vehicle,Cargo Drones,Germany,GER,Ukraine,UA,5,True,False,https://i.postimg.cc/63sKPS7j/f25.png,
315,Pansret Broslagningsvogn Biber Bridgelayer,Cargo Drones,Denmark,DEN,Ukraine,UA,0,True,False,https://i.postimg.cc/sxZg2dCR/774.png,1965.0
316,PNINK Wisent 1 Armoured Recovery Vehicles (ARVs),Cargo Drones,Denmark,DEN,Ukraine,UA,1,True,False,https://i.postimg.cc/8kFRv71T/337.png,
317,Hydrema 910 Mine Clearing Vehicle,Cargo Drones,Denmark,DEN,Ukraine,UA,910,True,False,https://i.postimg.cc/jjwkqPsm/54h.png,
318,GCS-200 Remote Controlled Mine Clearing Vehicle,Cargo Drones,Canada,CAN,Ukraine,UA,200,True,False,https://i.postimg.cc/nz6MmNtz/image.jpg,
319,NM217 Armoured Recovery Vehicle,Cargo Drones,Norway,NOR,Ukraine,UA,2,True,False,https://i.postimg.cc/fy4ddTR7/image.jpg,
320,NM189 Ingeni rpanservogn Armoured Engineering Vehicle,Cargo Drones,Norway,NOR,Ukraine,UA,2,True,False,https://twitter.com/UAWeapons/status/1661017391810383876,
321,DOK-ING MV-4 Remote Controlled Mine Clearance System,Cargo Drones,South Korea,SK,Ukraine,UA,6,True,False,https://i.postimg.cc/BvHKSWBv/6h0.png,
322,Leopard 2R Mine-Clearing Tank,Cargo Drones,Finland,FIN,Ukraine,UA,6,True,False,https://i.postimg.cc/KYm3zWcx/image.jpg,1979.0
323,Bärgningsbandvagn 90 Armoured Recovery Vehicle,Cargo Drones,Sweden,SWE,Ukraine,UA,90,True,False,https://i.postimg.cc/1Xk62bJ2/689.jpg,
324,Brückenlegepanzer Biber Bridgelayer,Cargo Drones,Netherlands,NTHL,Ukraine,UA,5,True,False,https://i.postimg.cc/B6L0sZHM/Leopard,1965.0
325,DIGGER D-250 Remote Controlled Mine Clearance System,Cargo Drones,Switzerland,SWZ,Ukraine,UA,1,True,False,https://i.postimg.cc/gkyvM905/image.jpg,
326,NM199 (M548) Tracked Logistics Vehicle,Cargo Drones,Norway,NOR,Ukraine,UA,51,True,False,https://i.postimg.cc/G2124Btj/13.webp,
327,Motorised Floating Bridges*,Cargo Drones,France,FR,Ukraine,UA,0,True,False,https://i.postimg.cc/x1pK7d5p/447.png,
328,M3 Amphibious Bridging Vehicles ,Cargo Drones,Netherlands,NTHL,Ukraine,UA,6,True,False,https://i.postimg.cc/XYPfq3CQ/ssb,
329,VAB Génie Engineering Vehicle,Cargo Drones,France,FR,Ukraine,UA,0,True,False,https://i.postimg.cc/jdntYJ9x/46h.png,
330,K600 Combat Engineering Vehicle,Cargo Drones,South Korea,SK,Ukraine,UA,2,True,False,https://i.postimg.cc/BQmvcXPg/764.png,
331,SDZ mine clearance robot,Cargo Drones,France,FR,Ukraine,UA,0,True,False,https://i.postimg.cc/Ss997x1z/3201.jpg,
332,SeaFox Autonomous Mine-Detecting Underwater Vehicle,Cargo Drones,Netherlands,NTHL,Ukraine,UA,2,True,False,https://i.postimg.cc/JzrHPVmc/545.png,2001.0
333,Autonomous Surface Vessel,Cargo Drones,Germany,GER,Ukraine,UA,20,True,False,https://www.bundesregierung.de/breg,
334,Sonobot 5,Cargo Drones,Germany,GER,Ukraine,UA,70,True,False,https://i.postimg.cc/D0bDzzzR/1001,
335,Dauntless Sea Ark Patrol Boat,Cargo Drones,United States,USA,Ukraine,UA,0,True,False,https://www.navalnews.com/naval,
336,Small Unit Riverine Craft (SURC),Cargo Drones,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/mrqPrWW9/h80.png,
337,40-foot Riverine Patrol Boat,Cargo Drones,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/6qpgbgTH/8873.png,
338,Armoured Riverine Boat,Cargo Drones,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/5ykyYkSc/431.png,
339,Unmanned Coastal Defence Vessels (USVs),Cargo Drones,United States,USA,Ukraine,UA,0,True,False,https://i.postimg.cc/RVW08MMZ/5889.png,
340,R7 Remotely Operated Vehicle,Cargo Drones,Belgium,BLG,Ukraine,UA,10,True,False,https://i.postimg.cc/FsLTHm9Y/image.jpg,
341,Alkmaar-Class Minehunter,Cargo Drones,Netherlands,NTHL,Ukraine,UA,2,True,False,https://i.postimg.cc/G2hDD6K3/3fs.png,1983.0
342,Mohajer-6,Unmanned Combat Aerial Vehicles,Iran,IR,Russia,RU,0,True,False,https://i.postimg.cc/QMzYtHv6/image.jpg,2018.0
343,Shahed-131 'Geran-1',Loitering Munitions,Iran,IR,Russia,RU,0,True,False,https://i.postimg.cc/L6Q5QSPt/image.jpg,2021.0
344,Shahed-136 'Geran-3',Loitering Munitions,Iran,IR,Russia,RU,0,True,False,https://i.postimg.cc/d1VgxbrC/image.jpg,2020.0
345,T-72A,Tanks,Belarus,BEL,Russia,RU,98,True,True,https://twitter.com/MotolkoHelp/status/1583472456094056449,1979.0
346,Turretless BMP,Armored Fighting Vehicles,Belarus,BEL,Russia,RU,20,True,True,https://twitter.com/MotolkoHelp/status/1593324664251613184,1966.0
347,BMP-2,Infantry Fighting Vehicles,Belarus,BEL,Russia,RU,40,True,True,https://i.postimg.cc/yxZJ0rQq/photo-2022-11-01-16-39-28-1.jpg,1980.0
348,Shaanxi Baoji Tiger,Infantry Mobility Vehicles,China,CN,Russia,RU,8,True,False,https://i.postimg.cc/Y2scfNzG/image.jpg,
349,Ural-4320,Trucks,Belarus,BEL,Russia,RU,53,True,True,https://twitter.com/MotolkoHelp/status/1586127856228519937,1976.0
